pdb	ch	ipr
3zia	F	IPR027417
3zia	K	IPR027417
3zia	L	IPR027417
3zia	M	IPR027417
3zia	N	IPR027417
3zia	O	IPR027417
3zia	P	IPR027417
3zjc	A	IPR027417
3zjc	B	IPR027417
3zjc	C	IPR027417
3zjc	D	IPR027417
3zjc	E	IPR027417
3zjc	F	IPR027417
3zjy	A	IPR027417
3zjy	D	IPR027417
3zjy	F	IPR027417
3zlj	A	IPR027417
3zlj	B	IPR027417
3zn8	A	IPR027417
3zn8	D	IPR027417
3zq6	A	IPR027417
3zq6	B	IPR027417
3zq6	C	IPR027417
3zq6	D	IPR027417
3zqj	A	IPR027417
3zqj	B	IPR027417
3zqj	C	IPR027417
3zqj	D	IPR027417
3zqj	E	IPR027417
3zqj	F	IPR027417
3zry	A	IPR027417
3zry	B	IPR027417
3zry	C	IPR027417
3zry	D	IPR027417
3zry	E	IPR027417
3zry	F	IPR027417
3zs8	A	IPR027417
3zs8	B	IPR027417
3zs9	A	IPR027417
3zs9	B	IPR027417
3zuh	A	IPR027417
3zuh	B	IPR027417
3zuh	C	IPR027417
3zuh	D	IPR027417
3zuh	E	IPR027417
3zuh	F	IPR027417
3zvl	A	IPR027417
3zvm	A	IPR027417
3zvm	B	IPR027417
3zvn	A	IPR027417
3zvr	A	IPR027417
3zw6	A	IPR027417
3zw6	B	IPR027417
3zw6	C	IPR027417
3zw6	D	IPR027417
3zw6	E	IPR027417
3zw6	F	IPR027417
3zyc	A	IPR027417
3zyc	D	IPR027417
3zys	A	IPR027417
3zys	B	IPR027417
3zys	D	IPR027417
3zys	E	IPR027417
3zz0	A	IPR027417
3zz0	B	IPR027417
3zzt	A	IPR027417
3zzt	B	IPR027417
3zzu	A	IPR027417
3zzu	B	IPR027417
421p	A	IPR027417
4a0f	A	IPR027417
4a0f	B	IPR027417
4a0g	A	IPR027417
4a0g	B	IPR027417
4a0g	C	IPR027417
4a0g	D	IPR027417
4a0h	A	IPR027417
4a0h	B	IPR027417
4a0r	A	IPR027417
4a0r	B	IPR027417
4a14	A	IPR027417
4a15	A	IPR027417
4a1f	A	IPR027417
4a1f	B	IPR027417
4a1z	A	IPR027417
4a1z	B	IPR027417
4a28	A	IPR027417
4a28	B	IPR027417
4a2i	V	IPR027417
4a2p	A	IPR027417
4a2q	A	IPR027417
4a2q	B	IPR027417
4a2q	D	IPR027417
4a2q	E	IPR027417
4a2w	A	IPR027417
4a2w	B	IPR027417
4a36	A	IPR027417
4a36	B	IPR027417
4a3v	B	IPR027417
4a3v	D	IPR027417
4a4d	A	IPR027417
4a4z	A	IPR027417
4a50	A	IPR027417
4a51	A	IPR027417
4a51	B	IPR027417
4a51	C	IPR027417
4a51	D	IPR027417
4a51	E	IPR027417
4a51	F	IPR027417
4a51	G	IPR027417
4a5y	A	IPR027417
4a5y	B	IPR027417
4a5y	C	IPR027417
4a6p	A	IPR027417
4a6x	A	IPR027417
4a6x	B	IPR027417
4a7f	C	IPR027417
4a7f	G	IPR027417
4a7f	J	IPR027417
4a7h	C	IPR027417
4a7h	I	IPR027417
4a7h	J	IPR027417
4a7l	C	IPR027417
4a7l	G	IPR027417
4a7l	J	IPR027417
4a82	A	IPR027417
4a82	B	IPR027417
4a82	C	IPR027417
4a82	D	IPR027417
4a92	A	IPR027417
4a92	B	IPR027417
4a9a	A	IPR027417
4a9a	B	IPR027417
4aby	A	IPR027417
4aby	B	IPR027417
4aby	C	IPR027417
4aby	D	IPR027417
4ac9	A	IPR027417
4ac9	B	IPR027417
4ac9	C	IPR027417
4ac9	D	IPR027417
4aca	A	IPR027417
4aca	B	IPR027417
4aca	C	IPR027417
4aca	D	IPR027417
4acb	A	IPR027417
4acb	B	IPR027417
4acb	C	IPR027417
4acb	D	IPR027417
4ad8	A	IPR027417
4ae3	A	IPR027417
4ag5	A	IPR027417
4ag5	B	IPR027417
4ag5	C	IPR027417
4ag5	D	IPR027417
4ag6	A	IPR027417
4ag6	B	IPR027417
4ag6	C	IPR027417
4ag6	D	IPR027417
4ai6	A	IPR027417
4ai6	B	IPR027417
4aii	A	IPR027417
4aii	B	IPR027417
4ak9	A	IPR027417
4ak9	B	IPR027417
4ake	A	IPR027417
4ake	B	IPR027417
4akg	A	IPR027417
4akg	B	IPR027417
4akh	A	IPR027417
4akh	B	IPR027417
4aki	A	IPR027417
4aki	B	IPR027417
4anj	A	IPR027417
4ap0	A	IPR027417
4ap0	B	IPR027417
4ap0	C	IPR027417
4ap0	D	IPR027417
4aqv	C	IPR027417
4aqw	C	IPR027417
4arz	A	IPR027417
4arz	B	IPR027417
4as7	A	IPR027417
4asu	A	IPR027417
4asu	B	IPR027417
4asu	C	IPR027417
4asu	D	IPR027417
4asu	E	IPR027417
4asu	F	IPR027417
4atx	C	IPR027417
4aur	A	IPR027417
4awx	A	IPR027417
4ay2	A	IPR027417
4ayt	A	IPR027417
4ayw	A	IPR027417
4ayx	A	IPR027417
4b2i	A	IPR027417
4b2l	A	IPR027417
4b2p	A	IPR027417
4b2q	A	IPR027417
4b2q	B	IPR027417
4b2q	C	IPR027417
4b2q	D	IPR027417
4b2q	E	IPR027417
4b2q	F	IPR027417
4b2q	a	IPR027417
4b2q	b	IPR027417
4b2q	c	IPR027417
4b2q	d	IPR027417
4b2q	e	IPR027417
4b2q	f	IPR027417
4b32	A	IPR027417
4b33	A	IPR027417
4b34	A	IPR027417
4b35	A	IPR027417
4b3b	A	IPR027417
4b3c	A	IPR027417
4b3d	A	IPR027417
4b3d	C	IPR027417
4b3f	X	IPR027417
4b3g	A	IPR027417
4b3g	B	IPR027417
4b3x	A	IPR027417
4b43	A	IPR027417
4b44	A	IPR027417
4b47	A	IPR027417
4b48	A	IPR027417
4b6e	A	IPR027417
4b6e	B	IPR027417
4b6f	A	IPR027417
4b6f	B	IPR027417
4b71	A	IPR027417
4b71	B	IPR027417
4b73	A	IPR027417
4b73	B	IPR027417
4b74	A	IPR027417
4b74	B	IPR027417
4b75	A	IPR027417
4b75	B	IPR027417
4b76	A	IPR027417
4b76	B	IPR027417
4b7b	A	IPR027417
4bas	A	IPR027417
4bbg	A	IPR027417
4be7	B	IPR027417
4be7	D	IPR027417
4beb	A	IPR027417
4beb	B	IPR027417
4beb	C	IPR027417
4beb	D	IPR027417
4bec	A	IPR027417
4bec	B	IPR027417
4bej	A	IPR027417
4bej	B	IPR027417
4bej	C	IPR027417
4bej	D	IPR027417
4bfs	A	IPR027417
4bft	A	IPR027417
4bft	B	IPR027417
4bfu	A	IPR027417
4bfu	B	IPR027417
4bfv	A	IPR027417
4bfv	B	IPR027417
4bfw	A	IPR027417
4bfw	B	IPR027417
4bfx	A	IPR027417
4bfx	B	IPR027417
4bfy	A	IPR027417
4bfy	B	IPR027417
4bfz	A	IPR027417
4bfz	B	IPR027417
4bgd	A	IPR027417
4blo	A	IPR027417
4blo	B	IPR027417
4blo	C	IPR027417
4blo	D	IPR027417
4blo	E	IPR027417
4blo	F	IPR027417
4blo	G	IPR027417
4blo	H	IPR027417
4blo	I	IPR027417
4blo	J	IPR027417
4blo	K	IPR027417
4blo	L	IPR027417
4blp	A	IPR027417
4blp	B	IPR027417
4blp	C	IPR027417
4blp	D	IPR027417
4blp	E	IPR027417
4blp	F	IPR027417
4blq	A	IPR027417
4blq	B	IPR027417
4blq	C	IPR027417
4blq	D	IPR027417
4blq	E	IPR027417
4blq	F	IPR027417
4blr	A	IPR027417
4blr	B	IPR027417
4blr	C	IPR027417
4bls	A	IPR027417
4bls	B	IPR027417
4bls	C	IPR027417
4blt	A	IPR027417
4blt	B	IPR027417
4blt	C	IPR027417
4bn2	A	IPR027417
4bn2	B	IPR027417
4bn2	C	IPR027417
4bpb	A	IPR027417
4bqs	A	IPR027417
4bqs	B	IPR027417
4bqs	C	IPR027417
4bru	A	IPR027417
4brw	A	IPR027417
4bs1	A	IPR027417
4bs1	B	IPR027417
4bt0	A	IPR027417
4bt0	B	IPR027417
4bt1	A	IPR027417
4bt1	B	IPR027417
4buj	A	IPR027417
4buj	E	IPR027417
4bwy	A	IPR027417
4bwy	B	IPR027417
4bwy	C	IPR027417
4bwy	D	IPR027417
4bwy	E	IPR027417
4bwy	F	IPR027417
4bwy	G	IPR027417
4bwy	H	IPR027417
4bwy	I	IPR027417
4bwy	J	IPR027417
4bwy	K	IPR027417
4bwy	L	IPR027417
4bxn	A	IPR027417
4bxn	B	IPR027417
4byf	A	IPR027417
4byf	C	IPR027417
4bzi	B	IPR027417
4bzi	J	IPR027417
4bzi	K	IPR027417
4bzp	A	IPR027417
4bzp	B	IPR027417
4bzq	A	IPR027417
4bzq	B	IPR027417
4bzx	A	IPR027417
4bzx	B	IPR027417
4c0a	C	IPR027417
4c0a	D	IPR027417
4c0a	G	IPR027417
4c0a	H	IPR027417
4c0b	A	IPR027417
4c0b	B	IPR027417
4c0j	A	IPR027417
4c0k	A	IPR027417
4c0l	A	IPR027417
4c0q	C	IPR027417
4c0q	D	IPR027417
4c0s	A	IPR027417
4c0s	B	IPR027417
4c2t	A	IPR027417
4c2t	B	IPR027417
4c2t	C	IPR027417
4c2t	D	IPR027417
4c2u	A	IPR027417
4c2u	D	IPR027417
4c30	A	IPR027417
4c30	D	IPR027417
4c30	F	IPR027417
4c30	I	IPR027417
4c3z	A	IPR027417
4c4p	A	IPR027417
4c7o	A	IPR027417
4c7o	B	IPR027417
4c7o	C	IPR027417
4c7o	D	IPR027417
4c9b	A	IPR027417
4cbg	A	IPR027417
4cbg	B	IPR027417
4cbg	C	IPR027417
4cbg	D	IPR027417
4cbh	A	IPR027417
4cbh	B	IPR027417
4cbh	C	IPR027417
4cbh	D	IPR027417
4cbi	A	IPR027417
4cbi	B	IPR027417
4cbi	C	IPR027417
4cbi	D	IPR027417
4cbl	A	IPR027417
4cbl	B	IPR027417
4cbl	C	IPR027417
4cbl	D	IPR027417
4cbm	A	IPR027417
4cbm	B	IPR027417
4cbm	C	IPR027417
4cbm	D	IPR027417
4cdg	A	IPR027417
4cdg	B	IPR027417
4ceh	A	IPR027417
4ceh	B	IPR027417
4cei	A	IPR027417
4cei	B	IPR027417
4cej	A	IPR027417
4cej	B	IPR027417
4cf7	A	IPR027417
4cf7	B	IPR027417
4cgz	A	IPR027417
4cid	A	IPR027417
4ciu	A	IPR027417
4ck5	C	IPR027417
4ck6	C	IPR027417
4ck7	C	IPR027417
4cr2	H	IPR027417
4cr2	I	IPR027417
4cr2	J	IPR027417
4cr2	K	IPR027417
4cr2	L	IPR027417
4cr2	M	IPR027417
4cr3	H	IPR027417
4cr3	I	IPR027417
4cr3	J	IPR027417
4cr3	K	IPR027417
4cr3	L	IPR027417
4cr3	M	IPR027417
4cr4	H	IPR027417
4cr4	I	IPR027417
4cr4	J	IPR027417
4cr4	K	IPR027417
4cr4	L	IPR027417
4cr4	M	IPR027417
4crm	P	IPR027417
4crn	P	IPR027417
4crw	B	IPR027417
4csu	9	IPR027417
4ct4	B	IPR027417
4ct4	D	IPR027417
4ct5	A	IPR027417
4ct5	B	IPR027417
4cvn	A	IPR027417
4cvn	B	IPR027417
4cvn	C	IPR027417
4cvn	D	IPR027417
4cw7	A	IPR027417
4cw7	C	IPR027417
4cw7	E	IPR027417
4cw7	G	IPR027417
4cxg	A	IPR027417
4cxh	A	IPR027417
4cym	A	IPR027417
4cym	B	IPR027417
4cym	C	IPR027417
4cz2	A	IPR027417
4cz2	B	IPR027417
4cz2	C	IPR027417
4d0g	A	IPR027417
4d0l	B	IPR027417
4d0l	D	IPR027417
4d0l	F	IPR027417
4d0m	B	IPR027417
4d0m	D	IPR027417
4d0m	H	IPR027417
4d0m	J	IPR027417
4d0m	N	IPR027417
4d0m	P	IPR027417
4d0m	R	IPR027417
4d0m	T	IPR027417
4d0m	X	IPR027417
4d0m	Z	IPR027417
4d0m	d	IPR027417
4d0m	h	IPR027417
4d0n	A	IPR027417
4d25	A	IPR027417
4d26	A	IPR027417
4d2i	A	IPR027417
4d2i	B	IPR027417
4d2q	A	IPR027417
4d2q	B	IPR027417
4d2q	C	IPR027417
4d2q	D	IPR027417
4d2q	E	IPR027417
4d2q	F	IPR027417
4d2u	A	IPR027417
4d2u	B	IPR027417
4d2u	C	IPR027417
4d2u	D	IPR027417
4d2u	E	IPR027417
4d2u	F	IPR027417
4d2x	A	IPR027417
4d2x	B	IPR027417
4d2x	C	IPR027417
4d2x	D	IPR027417
4d2x	E	IPR027417
4d2x	F	IPR027417
4d4j	A	IPR027417
4d4k	A	IPR027417
4d4l	A	IPR027417
4d4m	A	IPR027417
4d61	i	IPR027417
4d6p	A	IPR027417
4d6p	B	IPR027417
4d80	A	IPR027417
4d80	B	IPR027417
4d80	C	IPR027417
4d80	D	IPR027417
4d80	E	IPR027417
4d80	F	IPR027417
4d81	A	IPR027417
4d82	A	IPR027417
4d82	B	IPR027417
4d82	C	IPR027417
4db1	A	IPR027417
4db1	B	IPR027417
4db2	A	IPR027417
4db2	B	IPR027417
4db2	C	IPR027417
4db2	D	IPR027417
4db4	A	IPR027417
4db4	B	IPR027417
4dbl	C	IPR027417
4dbl	D	IPR027417
4dbl	H	IPR027417
4dbl	I	IPR027417
4dbp	A	IPR027417
4dbq	A	IPR027417
4dbr	A	IPR027417
4dc9	A	IPR027417
4dc9	B	IPR027417
4dc9	C	IPR027417
4dc9	D	IPR027417
4dc9	E	IPR027417
4dc9	F	IPR027417
4dcn	A	IPR027417
4dcn	B	IPR027417
4dcs	A	IPR027417
4dct	A	IPR027417
4dcu	A	IPR027417
4dcv	A	IPR027417
4ddt	A	IPR027417
4ddu	A	IPR027417
4ddv	A	IPR027417
4ddv	B	IPR027417
4ddw	A	IPR027417
4ddx	A	IPR027417
4ddx	B	IPR027417
4dex	A	IPR027417
4dey	A	IPR027417
4dfc	A	IPR027417
4dfc	C	IPR027417
4dhe	A	IPR027417
4dhe	B	IPR027417
4did	A	IPR027417
4die	A	IPR027417
4die	B	IPR027417
4die	C	IPR027417
4die	D	IPR027417
4djt	A	IPR027417
4djt	B	IPR027417
4dkx	A	IPR027417
4dkx	B	IPR027417
4dlr	A	IPR027417
4dls	A	IPR027417
4dlt	A	IPR027417
4dlu	A	IPR027417
4dlv	A	IPR027417
4dlw	A	IPR027417
4dlx	A	IPR027417
4dly	A	IPR027417
4dlz	A	IPR027417
4drz	A	IPR027417
4dsn	A	IPR027417
4dso	A	IPR027417
4dst	A	IPR027417
4dsu	A	IPR027417
4dug	A	IPR027417
4dug	B	IPR027417
4dug	C	IPR027417
4dug	D	IPR027417
4dug	E	IPR027417
4dug	F	IPR027417
4dvg	A	IPR027417
4dwj	A	IPR027417
4dwj	B	IPR027417
4dwj	C	IPR027417
4dwj	D	IPR027417
4dwj	E	IPR027417
4dwj	F	IPR027417
4dwj	G	IPR027417
4dwj	H	IPR027417
4dxa	A	IPR027417
4dzz	A	IPR027417
4dzz	B	IPR027417
4e03	A	IPR027417
4e03	B	IPR027417
4e07	A	IPR027417
4e07	B	IPR027417
4e09	A	IPR027417
4e22	A	IPR027417
4e2i	A	IPR027417
4e2i	B	IPR027417
4e2i	C	IPR027417
4e2i	D	IPR027417
4e2i	E	IPR027417
4e2i	F	IPR027417
4e2i	G	IPR027417
4e2i	H	IPR027417
4e2i	I	IPR027417
4e2i	J	IPR027417
4e2i	K	IPR027417
4e2i	L	IPR027417
4e5u	A	IPR027417
4e5u	B	IPR027417
4e7s	A	IPR027417
4e7s	B	IPR027417
4e7z	A	IPR027417
4e7z	B	IPR027417
4eaq	A	IPR027417
4eaq	B	IPR027417
4edh	A	IPR027417
4edh	B	IPR027417
4eec	A	IPR027417
4eec	B	IPR027417
4efl	A	IPR027417
4efm	A	IPR027417
4efn	A	IPR027417
4ehw	A	IPR027417
4ehx	A	IPR027417
4ehy	A	IPR027417
4eiw	A	IPR027417
4eiw	B	IPR027417
4eiw	C	IPR027417
4eiw	D	IPR027417
4eiw	E	IPR027417
4eiw	F	IPR027417
4ekc	A	IPR027417
4ekc	C	IPR027417
4ekd	A	IPR027417
4epr	A	IPR027417
4ept	A	IPR027417
4epv	A	IPR027417
4epw	A	IPR027417
4epx	A	IPR027417
4epy	A	IPR027417
4ern	A	IPR027417
4esh	A	IPR027417
4esv	A	IPR027417
4esv	B	IPR027417
4esv	C	IPR027417
4esv	D	IPR027417
4esv	E	IPR027417
4esv	F	IPR027417
4esv	G	IPR027417
4esv	H	IPR027417
4esv	I	IPR027417
4esv	J	IPR027417
4esv	K	IPR027417
4esv	L	IPR027417
4etp	A	IPR027417
4eun	A	IPR027417
4f38	A	IPR027417
4f4c	A	IPR027417
4f4i	A	IPR027417
4f4i	B	IPR027417
4f4j	A	IPR027417
4f4j	B	IPR027417
4f7w	A	IPR027417
4f7w	B	IPR027417
4f7w	C	IPR027417
4f7w	D	IPR027417
4f7w	E	IPR027417
4f7w	F	IPR027417
4f7w	G	IPR027417
4f7w	H	IPR027417
4f91	B	IPR027417
4f92	B	IPR027417
4f93	B	IPR027417
4fct	A	IPR027417
4fcv	A	IPR027417
4fcv	B	IPR027417
4fcv	C	IPR027417
4fcw	A	IPR027417
4fcw	C	IPR027417
4fcw	F	IPR027417
4fd2	A	IPR027417
4fd2	B	IPR027417
4fd2	D	IPR027417
4fdg	A	IPR027417
4fdg	B	IPR027417
4fdg	C	IPR027417
4fdg	D	IPR027417
4fdg	E	IPR027417
4fi3	C	IPR027417
4fi3	D	IPR027417
4fid	A	IPR027417
4fid	B	IPR027417
4fin	A	IPR027417
4fin	B	IPR027417
4fmb	B	IPR027417
4fmb	D	IPR027417
4fmb	F	IPR027417
4fmc	B	IPR027417
4fmc	D	IPR027417
4fmc	F	IPR027417
4fmd	B	IPR027417
4fmd	D	IPR027417
4fmd	F	IPR027417
4fme	B	IPR027417
4fme	C	IPR027417
4fme	E	IPR027417
4fme	F	IPR027417
4fn5	A	IPR027417
4frz	A	IPR027417
4frz	B	IPR027417
4fw9	A	IPR027417
4fwd	A	IPR027417
4fwg	A	IPR027417
4fwh	A	IPR027417
4fwi	B	IPR027417
4fwt	A	IPR027417
4fwv	A	IPR027417
4fxp	A	IPR027417
4fxp	B	IPR027417
4fxp	C	IPR027417
4g01	B	IPR027417
4g0n	A	IPR027417
4g1u	C	IPR027417
4g1u	D	IPR027417
4g3x	A	IPR027417
4g5g	A	IPR027417
4g5o	A	IPR027417
4g5o	B	IPR027417
4g5o	C	IPR027417
4g5o	D	IPR027417
4g5q	A	IPR027417
4g5q	B	IPR027417
4g5q	C	IPR027417
4g5q	D	IPR027417
4g5r	A	IPR027417
4g5r	B	IPR027417
4g5r	C	IPR027417
4g5r	D	IPR027417
4g5s	A	IPR027417
4g5s	B	IPR027417
4g5s	C	IPR027417
4g5s	D	IPR027417
4gbm	A	IPR027417
4gdf	A	IPR027417
4gdf	B	IPR027417
4gdf	E	IPR027417
4gdf	F	IPR027417
4gfd	A	IPR027417
4gfd	B	IPR027417
4gi7	A	IPR027417
4gi7	B	IPR027417
4gi7	C	IPR027417
4gi7	D	IPR027417
4gi7	E	IPR027417
4gi7	F	IPR027417
4gi7	G	IPR027417
4gi7	H	IPR027417
4git	A	IPR027417
4git	B	IPR027417
4gkr	A	IPR027417
4gkr	B	IPR027417
4gl2	A	IPR027417
4gl2	B	IPR027417
4gmd	A	IPR027417
4gmd	B	IPR027417
4gmd	C	IPR027417
4gmd	D	IPR027417
4gmx	A	IPR027417
4gnk	A	IPR027417
4gnk	C	IPR027417
4goj	A	IPR027417
4goj	B	IPR027417
4gok	A	IPR027417
4gok	B	IPR027417
4gox	A	IPR027417
4gp6	A	IPR027417
4gp6	B	IPR027417
4gp7	A	IPR027417
4gp7	B	IPR027417
4gpt	A	IPR027417
4gra	A	IPR027417
4gra	B	IPR027417
4gsy	A	IPR027417
4gsy	B	IPR027417
4gt1	A	IPR027417
4gzl	A	IPR027417
4gzl	B	IPR027417
4gzm	A	IPR027417
4gzm	B	IPR027417
4h1g	A	IPR027417
4h1u	A	IPR027417
4h1v	A	IPR027417
4h9g	A	IPR027417
4hat	A	IPR027417
4hau	A	IPR027417
4hav	A	IPR027417
4haw	A	IPR027417
4hax	A	IPR027417
4hay	A	IPR027417
4haz	A	IPR027417
4hb0	A	IPR027417
4hb2	A	IPR027417
4hb3	A	IPR027417
4hb4	A	IPR027417
4hdc	A	IPR027417
4hdc	B	IPR027417
4hdo	B	IPR027417
4hdq	B	IPR027417
4hej	A	IPR027417
4hej	B	IPR027417
4hi0	E	IPR027417
4hi0	F	IPR027417
4hlc	A	IPR027417
4hlc	B	IPR027417
4hld	A	IPR027417
4hld	B	IPR027417
4hlq	B	IPR027417
4hlq	D	IPR027417
4hlq	F	IPR027417
4hlq	H	IPR027417
4hlq	J	IPR027417
4hlu	A	IPR027417
4hlu	B	IPR027417
4hlu	C	IPR027417
4hlu	D	IPR027417
4hmy	C	IPR027417
4hna	K	IPR027417
4hse	A	IPR027417
4huq	A	IPR027417
4huq	B	IPR027417
4hut	A	IPR027417
4hut	B	IPR027417
4hyy	A	IPR027417
4hyy	B	IPR027417
4hyy	C	IPR027417
4hyy	D	IPR027417
4hzi	A	IPR027417
4hzi	B	IPR027417
4hzu	A	IPR027417
4hzu	B	IPR027417
4i1o	A	IPR027417
4i1o	C	IPR027417
4i1o	E	IPR027417
4i1o	G	IPR027417
4i1s	A	IPR027417
4i1u	A	IPR027417
4i1u	B	IPR027417
4i1v	A	IPR027417
4i1v	B	IPR027417
4i34	A	IPR027417
4i34	B	IPR027417
4i34	C	IPR027417
4i34	D	IPR027417
4i34	E	IPR027417
4i34	F	IPR027417
4i4l	A	IPR027417
4i4l	B	IPR027417
4i4l	C	IPR027417
4i4l	D	IPR027417
4i4l	E	IPR027417
4i4l	F	IPR027417
4i5o	A	IPR027417
4i5o	B	IPR027417
4i5o	C	IPR027417
4i5o	D	IPR027417
4i5o	E	IPR027417
4i5o	F	IPR027417
4i63	A	IPR027417
4i63	B	IPR027417
4i63	C	IPR027417
4i63	D	IPR027417
4i63	E	IPR027417
4i63	F	IPR027417
4i81	A	IPR027417
4i81	B	IPR027417
4i81	C	IPR027417
4i81	D	IPR027417
4i81	E	IPR027417
4i81	F	IPR027417
4i99	A	IPR027417
4i99	B	IPR027417
4i9k	A	IPR027417
4i9k	B	IPR027417
4idn	A	IPR027417
4idn	B	IPR027417
4ido	A	IPR027417
4ido	B	IPR027417
4idp	A	IPR027417
4idp	B	IPR027417
4idp	C	IPR027417
4idp	D	IPR027417
4idq	A	IPR027417
4idq	B	IPR027417
4idq	C	IPR027417
4idq	D	IPR027417
4ifb	A	IPR027417
4ifb	B	IPR027417
4ihq	A	IPR027417
4ihq	B	IPR027417
4ihq	C	IPR027417
4ii7	A	IPR027417
4ii7	B	IPR027417
4ii7	C	IPR027417
4ii7	D	IPR027417
4ijm	A	IPR027417
4ijm	B	IPR027417
4ijm	C	IPR027417
4ijm	D	IPR027417
4ijm	E	IPR027417
4ijm	F	IPR027417
4ike	A	IPR027417
4ike	B	IPR027417
4ile	A	IPR027417
4ioj	A	IPR027417
4ioj	B	IPR027417
4iok	A	IPR027417
4iok	B	IPR027417
4iol	A	IPR027417
4iol	B	IPR027417
4iom	A	IPR027417
4iom	B	IPR027417
4iru	B	IPR027417
4iru	D	IPR027417
4iru	F	IPR027417
4itl	A	IPR027417
4itm	A	IPR027417
4itn	A	IPR027417
4itr	C	IPR027417
4itr	D	IPR027417
4ivp	A	IPR027417
4ivp	B	IPR027417
4ivq	A	IPR027417
4ivq	B	IPR027417
4ivr	A	IPR027417
4ivr	B	IPR027417
4iw3	B	IPR027417
4iw3	K	IPR027417
4ixm	A	IPR027417
4ixm	B	IPR027417
4ixn	A	IPR027417
4ixn	B	IPR027417
4j0q	A	IPR027417
4j0q	B	IPR027417
4j0q	C	IPR027417
4j0q	D	IPR027417
4j0q	E	IPR027417
4jbw	A	IPR027417
4jbw	B	IPR027417
4jbw	C	IPR027417
4jbw	D	IPR027417
4jbx	A	IPR027417
4jbx	B	IPR027417
4jby	A	IPR027417
4jby	B	IPR027417
4jim	A	IPR027417
4jim	B	IPR027417
4jjk	A	IPR027417
4jjk	B	IPR027417
4jjz	A	IPR027417
4jjz	B	IPR027417
4jki	A	IPR027417
4jki	B	IPR027417
4jky	A	IPR027417
4jky	B	IPR027417
4jl5	A	IPR027417
4jl5	B	IPR027417
4jl6	A	IPR027417
4jl6	B	IPR027417
4jl8	A	IPR027417
4jl8	B	IPR027417
4jla	A	IPR027417
4jla	B	IPR027417
4jlb	A	IPR027417
4jlb	B	IPR027417
4jld	A	IPR027417
4jld	B	IPR027417
4jlj	A	IPR027417
4jlj	B	IPR027417
4jlk	A	IPR027417
4jlk	B	IPR027417
4jlm	A	IPR027417
4jlm	B	IPR027417
4jln	A	IPR027417
4jln	B	IPR027417
4jlo	A	IPR027417
4jlo	B	IPR027417
4jlp	A	IPR027417
4jlp	B	IPR027417
4jlv	A	IPR027417
4jmp	A	IPR027417
4jpo	C	IPR027417
4jpo	D	IPR027417
4js0	A	IPR027417
4jst	A	IPR027417
4jst	B	IPR027417
4jsy	A	IPR027417
4jsy	B	IPR027417
4jt2	A	IPR027417
4jt2	B	IPR027417
4jt4	A	IPR027417
4jt4	B	IPR027417
4jvl	A	IPR027417
4jvl	B	IPR027417
4jvm	A	IPR027417
4jvm	B	IPR027417
4jvn	A	IPR027417
4jvn	B	IPR027417
4jvs	B	IPR027417
4jyb	A	IPR027417
4jyb	B	IPR027417
4jyc	A	IPR027417
4jyc	B	IPR027417
4jyc	C	IPR027417
4jyc	D	IPR027417
4jzk	A	IPR027417
4jzk	B	IPR027417
4k46	A	IPR027417
4k81	B	IPR027417
4k81	D	IPR027417
4k81	F	IPR027417
4k81	H	IPR027417
4k8o	A	IPR027417
4kax	A	IPR027417
4kbf	A	IPR027417
4kbf	B	IPR027417
4kbg	A	IPR027417
4kbg	B	IPR027417
4kcg	A	IPR027417
4kcg	B	IPR027417
4kfr	A	IPR027417
4kfr	B	IPR027417
4kfr	C	IPR027417
4kfs	A	IPR027417
4kfs	B	IPR027417
4kft	A	IPR027417
4kft	B	IPR027417
4kft	C	IPR027417
4kft	D	IPR027417
4kfu	A	IPR027417
4kfu	B	IPR027417
4kfu	C	IPR027417
4kfu	D	IPR027417
4khz	A	IPR027417
4khz	B	IPR027417
4ki0	A	IPR027417
4ki0	B	IPR027417
4kit	B	IPR027417
4kjz	A	IPR027417
4kjz	B	IPR027417
4kjz	C	IPR027417
4kjz	D	IPR027417
4kln	A	IPR027417
4kln	B	IPR027417
4kln	C	IPR027417
4kln	D	IPR027417
4kln	E	IPR027417
4kln	F	IPR027417
4klz	A	IPR027417
4ko8	A	IPR027417
4ko8	B	IPR027417
4kod	A	IPR027417
4kod	B	IPR027417
4kod	C	IPR027417
4kod	D	IPR027417
4kod	E	IPR027417
4kod	F	IPR027417
4kod	G	IPR027417
4kod	H	IPR027417
4kod	I	IPR027417
4kod	J	IPR027417
4kod	K	IPR027417
4kod	L	IPR027417
4ksb	A	IPR027417
4ksc	A	IPR027417
4ksd	A	IPR027417
4ksr	A	IPR027417
4ksr	B	IPR027417
4ksr	C	IPR027417
4kss	A	IPR027417
4kss	B	IPR027417
4kss	C	IPR027417
4kss	D	IPR027417
4kss	E	IPR027417
4kss	F	IPR027417
4ku4	A	IPR027417
4ku4	B	IPR027417
4kv9	A	IPR027417
4kv9	B	IPR027417
4kva	A	IPR027417
4kva	B	IPR027417
4kvg	A	IPR027417
4kvg	C	IPR027417
4kxf	B	IPR027417
4kxf	D	IPR027417
4kxf	F	IPR027417
4kxf	H	IPR027417
4kxf	K	IPR027417
4kxf	L	IPR027417
4kxf	N	IPR027417
4kxf	P	IPR027417
4kyi	B	IPR027417
4kyi	D	IPR027417
4kyi	F	IPR027417
